raw,replaced
"As customers hoard pot brownies, North American weed firms see lockdown boost .","As customers hoard pot brownies, North American weed firms see lockdown boost ."
2020-03-25 00:48:48 +00:00 .,2020-03-25 00:48:48 +00:00 .
( Reuters ) - Cannabis sales are touching new highs as customers across the United States and Canada stockpile weed to prepare for long spells of isolation because of the coronavirus pandemic .,( Reuters ) - Cannabis sales are touching new highs as customers across U.S. and Canada stockpile weed to prepare for long spells of isolation because of the coronavirus pandemic .
FILE PHOTO :,FILE PHOTO :
"Customers are given hand sanitizer before being allowed to enter The Reef Cannabis shop , amid the coronavirus disease ( COVID-19 ) outbreak , in Seattle , Washington , U.S. , March 20 , 2020 . REUTERS /","Customers are given hand sanitizer before being allowed to enter The Reef Cannabis shop , amid the coronavirus disease ( COVID-19 ) outbreak , in Seattle , Washington , U.S. , March 20 , 2020 . REUTERS /"
"Brian Snyder -/File Photo Between March 16 and March 22 , sales of recreational cannabis across key U.S. markets , including California , Colorado , Oregon and Alaska , were up 50 % and medical marijuana sales rose 41 % from the same period last year , figures obtained from cannabis point of sale and data platform Flowhub show .","Brian Snyder -/File Photo Between March 16 and March 22 , sales of recreational cannabis across key U.S. markets , including California , Colorado , Oregon and Alaska , were up 50 % and medical marijuana sales rose 41 % from the same period last week , figures obtained from cannabis point of sale and data platform Flowhub show ."
"Several U.S. states and Canadian provinces have taken steps to curb the fast - spreading coronavirus by issuing stay at home orders , restricting business operations , or closing down borders as death toll in both countries approaches 600 .","Several U.S. states and Canadian provinces have taken steps to curb the fast - spreading coronavirus by issuing stay at home orders , restricting business operations , or closing down borders as death toll in Several U.S. states and Canadian provinces approaches 600 ."
"While many businesses have been ordered shut , cannabis stores have been listed as essential services and allowed to remain open .","While many businesses have been ordered shut , cannabis stores have been listed as essential services and allowed to remain open ."
"In Ontario , Canada ’s most populous province , online sales on the government - run Ontario Cannabis Store ’s ( OCS ) website have soared over the last two weeks , OCS director of communications Daffyd Roderick , said .","In Ontario , Canada ’s most populous province , online sales on OCS have soared over the last two weeks , OCS director of communications Daffyd Roderick , said ."
"For example , last weekend ’s orders were more than twice as high as only two weeks ago .","For example , last weekend ’s orders were more than twice as high as only two weeks ago ."
"In Nova Scotia , which on Sunday became the latest province to declare coronavirus emergency , cannabis sales spiked 76 % last week , according to the province ’s liquor commission , which controls sales of cannabis there .","In Nova Scotia , which on Sunday became the latest province to declare coronavirus emergency , cannabis sales The surge in demand 76 % last week , according to the province ’s liquor commission , which controls sales of cannabis there ."
"Fears of months of supply disruptions were boosting Canadian sales , Stuart Titus , CEO of California - based Medical Marijuana Inc ( MJNA.PK ) told Reuters .","Fears of months of supply disruptions were boosting Canadian sales , Titus  California - based Medical Marijuana Inc ( MJNA.PK ) told Reuters ."
“ We have seen stockpiling in Canada by consumers who have snapped up products from LPs ( licensed producers ) . ”,“ California - based Medical Marijuana Inc ( MJNA.PK ) have seen stockpiling in Canada by consumers who have snapped up products from LPs ( licensed producers ) . ”
The surge in demand may offer pot producers a welcome respite after investors sold off cannabis stocks throughout much of last year as profits in the sector remained elusive .,The surge in demand may offer pot producers a welcome respite after investors sold off cannabis stocks throughout much of last week as profits in the sector remained elusive .
"Jamie Pearson , CEO of California - based Bhang Inc BHNG.CD , which makes cannabis - infused beverages , chocolates and other products , said sales were booming and should boost revenue and profits this quarter .",Pearson said sales were booming and should boost revenue and profits this quarter .
"Pearson said edibles such as gummies , brownies , and chocolates , were most popular , probably because they were easier to store and eat , even with gloves on .","Pearson said edibles such as gummies , brownies , and chocolates , were most popular , probably because edibles such as gummies , brownies , and chocolates were easier to store and eat , even with gloves on ."
"Still , Titus and others recommended caution , saying the long - awaited reversal of fortune could prove not much more than a short - lived relief .","Still , Titus and others recommended caution , saying The surge in demand could prove not much more than a short - lived relief ."
"“ The cannabis industry is showing itself to be recession - proof but at times like this , it ’s important to understand that the spike in consumer demand is probably not going to last long , ” Avis Bulbulyan , CEO of cannabis consulting firm Siva Enterprises , said .","“ The cannabis industry is showing The cannabis industry to be recession - proof but at times like this , The cannabis industry ’s important to understand that The surge in demand is probably not going to last long , ” Avis Bulbulyan , CEO of cannabis consulting firm Siva Enterprises , said ."
( This story has been refiled to correct state to Alaska in second paragraph ),( This story has been refiled to correct state to Alaska in second paragraph )
Reporting by Shariq Khan and Shanti S Nair in Bengaluru ;,Reporting by Shariq Khan and Shanti S Nair in Bengaluru ;
Editing by Tomasz Janowski,Editing by Tomasz Janowski
