raw,replaced
Coronavirus test negative for passenger aboard Italian cruise ship .,Coronavirus test negative for passenger aboard Italian cruise ship .
2020-01-30 20:56:57 +00:00 .,2020-01-30 20:56:57 +00:00 .
"CIVITAVECCHIA , Italy ( Reuters ) - A test carried out on Thursday on a passenger from Macau aboard a cruise ship in Italy proved she did not have the new coronavirus , an Italian health ministry spokesman said .","CIVITAVECCHIA , Italy ( Reuters ) - A test carried out on Thursday on a passenger from Macau aboard a cruise ship in Italy  the Italian cruise ship  Italy proved a passenger from Macau aboard a cruise ship in Italy did not have the new coronavirus , an Italian health ministry spokesman said ."
"The Costa Crociere company ’s ship Costa Smeralda docked in Civitavecchia , north of Rome , with about 6,000 people aboard .","The Costa Smeralda  Costa Crociere company ’s ship Costa Smeralda docked in Civitavecchia  Rome , with about 6,000 people aboard ."
The mayor of the town had asked authorities to prevent passengers from disembarking until it had been confirmed the virus was not present .,The mayor of Civitavecchia had asked authorities to prevent passengers from disembarking until it had been confirmed the new coronavirus was not present .
"The 54 - year - old woman , who boarded the ship on Jan. 25 in the port of Savona , had come down with a fever and flu - like symptoms .","a passenger from Macau aboard a cruise ship in Italy  the Italian cruise ship on Jan. 25 in the port of Savona , had come down with a fever and flu - like symptoms ."
"Both she and her partner were placed in an isolation unit on the ship , Costa Crociere said in a statement .","Both she and her partner  a passenger from Macau aboard a cruise ship in Italy and a passenger from Macau aboard a cruise ship in Italy partner were placed in an isolation unit on the Italian cruise ship , Costa Crociere said in a statement ."
The Costa Smeralda had visited Marseilles in France and the Spanish ports of Barcelona and Palma de Mallorca this week before docking on Thursday at Civitavecchia .,The Costa Smeralda had visited Marseilles in France and the Spanish ports of Barcelona and Palma de Mallorca this week before docking on Thursday at Civitavecchia .
"Samples were taken to Rome ’s Spallanzani institute , a centre specializing in infectious diseases and viruses that confirmed there was no infection , the health ministry added .","Samples were taken to Rome ’s Spallanzani institute , a centre specializing in infectious diseases and viruses that confirmed there was no infection , the health ministry added ."
"On Thursday , the World Health Organization declared that the coronavirus epidemic in China now constitutes a public health emergency of international concern .","On Thursday , the World Health Organization declared that the coronavirus epidemic in China now constitutes a public health emergency of international concern ."
"Countries have begun isolating hundreds of citizens evacuated from the locked down Chinese city of Wuhan to stop the spread of the coronavirus , which has killed 170 people .",Countries have begun isolating hundreds of citizens evacuated from the locked down Chinese city of Wuhan to stop the spread of the new coronavirus .
The passengers on board the Italian cruise ship reacted in different ways to the potential virus danger .,The passengers on board  the Italian cruise ship reacted in different ways to the potential virus danger .
"“ There is no tension , they ( my relatives ) have eaten , everything works , they should have been able to leave the ship but they can not , ” Adriano Pavan , the father of a passenger on board with two children , told Reuters .","“ There is no tension , Both she and her partner have eaten , everything works , Both she and her partner should have been able to leave the Italian cruise ship but Both she and her partner can not , ” Adriano Pavan , the father of a passenger on board with two children , told Reuters ."
"An Italian cruise ship of Costa Crociere is pictured moored at the Italian port of Civitavecchia after reports of two passengers with suspected cases of coronavirus on board , in Civitavecchia , Italy , January 30 , 2020 .","the Italian cruise ship  Costa Crociere is pictured moored at Civitavecchia after reports of two passengers with suspected cases of coronavirus on board , in Civitavecchia  Italy , January 30 , 2020 ."
REUTERS /,REUTERS /
"Guglielmo Mangiapane Carla Configoni , the mother of a pregnant woman on board , said she had spoken to her daughter who was “ very agitated ” .","Guglielmo Mangiapane Carla Configoni , the mother of a pregnant woman on board ,  board , said Guglielmo Mangiapane Carla Configoni , the mother of a pregnant woman on board , had spoken to Guglielmo Mangiapane Carla Configoni , the mother of a pregnant woman on board ,  she ."
“ She was fine until late morning because she did n’t know what was going on .,“ she was fine until late morning because she did n’t know what was going on .
"Then , they heard the news , ” she said .","Then , they heard the news , ” Guglielmo Mangiapane Carla Configoni , the mother of a pregnant woman on board , said ."
"In the light of the emergency MSC Crociere , another European cruise company , said in a statement that anyone who had visited mainland China in the past 30 days would be denied access to its ships .","In the light of the emergency MSC Crociere , another European cruise company , said in a statement that anyone who had visited mainland China in the past 30 days would be denied access to anyone who had visited mainland China in the past 30 days ships ."
"Reporting by Antonio Denti , Cristiano Corvino , Crispian Balmer and Angelo Amante ;","Reporting by Antonio Denti , Cristiano Corvino , Crispian Balmer and Angelo Amante ;"
Editing by Catherine Evans,Editing by Catherine Evans
