raw,replaced
La Liga chief confirms clubs will resume group training from Monday .,La Liga chief confirms clubs will resume group training from Monday .
2020-05-18 03:22:28 +00:00 .,2020-05-18 03:22:28 +00:00 .
BARCELONA ( Reuters ) - Spanish soccer has edged closer to returning after a long pause due to the COVID-19 pandemic after La Liga president Javier Tebas confirmed clubs in the top two divisions will begin training in groups of up to 10 players from Monday .,BARCELONA ( Reuters ) - Spanish soccer has edged closer to The return to group training after a long pause due to the COVID-19 pandemic after La Liga president Javier Tebas confirmed clubs in the top two divisions will begin training in groups of up to 10 players from Monday .
FILE PHOTO :,FILE PHOTO :
"La Liga President Javier Tebas poses during an interview with Reuters at the La Liga headquarters in Madrid , Spain , October 2 , 2018 .","La Liga  I poses during an interview with Reuters at the La Liga headquarters in Madrid  Spain , October 2 , 2018 ."
REUTERS / Paul Hanna / File Photo,REUTERS / Paul Hanna / File Photo
The return to group training follows a government announcement on Saturday allowing sports teams to return to activity regardless of the status of the lockdown in their own region .,The return to group training follows a government announcement on Saturday allowing sports teams to return to activity regardless of the status of the lockdown in sports teams own region .
"Previously , only teams from regions that were in phase one of the de - escalation of the national state of emergency would be able to return to training in groups .","Previously , only teams from regions that were in phase one of the de - escalation of the national state of emergency would be able to return to training in groups ."
The provinces of Madrid and Barcelona are currently in phase zero .,The provinces of Madrid and Barcelona are currently in phase zero .
"“ The confirmation of the return of group training will help to level up to standardise training , ” Tebas told Spanish television station Movistar on Sunday .","“ The confirmation of the return of group training will help to level up to standardise training , ” I told Spanish television station Movistar on Sunday ."
“ It ’s very important that all teams are training at the same level and we are grateful that is now the case . ”,“ It ’s very important that all teams are training at the same level and we are grateful that is now the case . ”
"All organised soccer in Spain has been indefinitely suspended since March 12 , with Tebas previously warning that clubs would lose up to one billion euros if the season was not allowed to be completed .","All organised soccer in Spain has been indefinitely suspended since June 12 , with I previously warning that clubs would lose up to one billion euros if the season was not allowed to be completed ."
"Clubs began individual training earlier this month and the next step will be for them to move to full training before resuming matches without spectators , which must first be approved by the government ’s department for health .","Clubs began individual training earlier this month and the next step will be for Clubs to move to full training before resuming matches without spectators , which must first be approved by the government ’s department for health ."
Tebas reaffirmed that he hopes matches will start up again from June 12 and said he was feeling even more optimistic about being able to complete the season after the Bundesliga became the first major European league to resume action this weekend .,I reaffirmed that I hopes matches will start up again from June 12 and said I was feeling even more optimistic about being able to complete the season after the Bundesliga became the first major European league to resume action this weekend .
"“ I ’ve sent my congratulations to the Bundesliga because they have made a tremendous effort , ” he added .","“ I  I ’m sent I congratulations to the Bundesliga because the Bundesliga have made a tremendous effort , ” I added ."
"“ We have worked very hard along side them in these last few months , exchanging protocols and ideas and I ’m very proud of the Bundesliga because it was n’t easy but they were the first and they are an example to follow . ”","“ the Bundesliga have worked very hard along side the Bundesliga in these last few months , exchanging protocols and ideas and I  I ’m very proud of the Bundesliga because it was n’t easy but the Bundesliga were the first and the Bundesliga are an example to follow . ”"
Reporting by Richard Martin ;,Reporting by Richard Martin ;
Editing by Christian Radnedge,Editing by Christian Radnedge
