raw,replaced
Crown and Star casinos outline survival strategies for coronavirus shutdowns .,Crown and Star casinos outline survival strategies for coronavirus shutdowns .
2020-04-16 06:40:54 +00:00 .,2020-04-16 06:40:54 +00:00 .
"Australia ’s two big casino groups , Crown Resorts and the Star group , have released details of their survival strategies in a bid to reassure investors they can weather the shutdowns of their businesses due to the coronavirus .","Australia ’s two big casino groups , Crown Resorts and the Star group ,  Australia ’s two big casino groups , Crown and Star , have released details of Australia ’s two big casino groups , Crown Resorts and the Star group , survival strategies in a bid to reassure investors Australia ’s two big casino groups , Crown Resorts and the Star group , can weather the shutdowns of Australia ’s two big casino groups , Crown Resorts and the Star group , businesses due to the coronavirus ."
"The government announced that casinos must close on 23 March , resulting in two of the nation ’s biggest employers laying off thousands of staff and closing their casinos .","Australia announced that casinos must close on 23 March , resulting in two of the nation ’s biggest employers laying off thousands of staff and closing casinos casinos ."
The Star announced on Thursday it had executed an additional debt - funding facility with existing relationship banks for $ 200 m to strengthen its liquidity position .,Star announced on Thursday  Star had executed an additional debt - funding facility with existing relationship banks for $ 200 m to strengthen Star liquidity position .
Related : Essential service ?,Related : Essential service ?
Call for Crown casinos and pokie venues to be shut during coronavirus outbreak,Call for Crown casinos and pokie venues to be shut during coronavirus outbreak
"It said it has stood down about 8,500 staff and terminated casuals and contractors .","Star said Star has stood down about 8,500 staff and terminated casuals and contractors ."
"It would access the government ’s jobkeeper scheme for eligible employees , it said .","Star would access the government ’s jobkeeper scheme for eligible employees , Star said ."
"The chief executive , Matt Bekier , had taken a 40 % pay cut and directors had cut their fees by 50 % .","The chief executive , Matt Bekier , had taken a 40 % pay cut and directors had cut directors fees by 50 % ."
Crown announced on Thursday it had lined up facilities with its banks for a total of $ 560 m and had agreed terms with the three banks funding the construction of its Barangaroo project to allow building to continue .,Crown announced on Thursday  Crown had lined up facilities with Crown  the three banks for a total of $ 560 m and had agreed terms with the three banks funding the construction of Crown  the hotel resort to allow building to continue .
"“ This facility [ for $ 450 m ] remains subject to final credit approvals and long - form documentation , ” Crown said .","“ This facility [ for $ 450 m ] remains subject to final credit approvals and long - form documentation , ” Crown said ."
"It said its current cash balance of “ approximately $ 500 m , together with its ability to secure over $ 1bn in additional debt facilities ” , reflected “ Crown ’s strong financial position ” during the period of disruption .","Crown said Crown current cash balance of “ approximately $ 500 m , together with Crown ability to secure over $ 1bn in additional debt facilities ” , reflected “ Crown  Crown ’s strong financial position ” during the period of disruption ."
It did not provide estimates of how long its cash would last .,Crown did not provide estimates of how long Crown cash would last .
"Crown has now stood down about 95 % or more than 11,500 of its employees .","Crown has now stood down about 95 % or more than 11,500 of Crown employees ."
"“ Only employees in business - critical functions remain actively working , ” the company said .","“ Only employees in business - critical functions remain actively working , ” Crown said ."
"Ex - gratia payments of two weeks ’ pay were given to those full - time and part - time employees , while casuals were given a lump sum payment of $ 1,000 .","Ex - gratia payments of two weeks ’ pay were given to Only employees in business - critical functions , while casuals were given a lump sum payment of $ 1,000 ."
Staff were also allowed to draw down on existing annual and long - service leave .,Staff were also allowed to draw down on existing annual and long - service leave .
"Crown ’s chief executive , Ken Barton , and the board have taken 20 % cuts to their remuneration .","Crown  Crown ’s  Crown ’s chief executive , Ken Barton , and the board have taken 20 % cuts to Crown ’s chief executive , Ken Barton , and the board remuneration ."
"Including the new facility , the Star said it had available cash and undrawn debt facilities of $ 700 m. That , it said , would provide sufficient liquidity for an extended period of shutdown .","Including This facility [ for $ 450 m ] , Star said Star had available cash and undrawn debt facilities of $ 700 m. That , Star said , would provide sufficient liquidity for an extended period of shutdown ."
"Unlike Crown , Star provided estimates of the rate it would burn through cash , saying it would need about $ 220 m in total under a three - month shutdown to 30 June and $ 320 m in total under a six - month shutdown to 30 September .","Unlike Crown , Star provided Those estimates  Star would burn through cash , saying Star would need about $ 220 m in total under a three - month shutdown to 30 June and $ 320 m in total under a six - month shutdown to 30 September ."
"Those estimates include operating expenses , drawdowns by employees on accrued annual and long - service leave entitlements , payables offset by receivables , interest payments , and capital expenditure payments , Star said .","Those estimates include operating expenses , drawdowns by employees on accrued annual and long - service leave entitlements , payables offset by receivables , interest payments , and capital expenditure payments , Star said ."
Star ’s expansion plans were at a much earlier stage .,Star ’s expansion plans were at a much earlier stage .
"Crown , however , is midway through the construction of its $ 2.2bn high - roller casino and apartment block at Barangaroo , which is designed to cater to VIP gamblers from China .","Crown , however , is midway through the construction of Crown $ 2.2bn high - roller casino and apartment block at Barangaroo , which is designed to cater to VIP gamblers from China ."
Many of the luxury units have also been sold to offshore investors .,Many of the luxury units have also been sold to offshore investors .
"“ Crown intends to continue construction of the Crown Sydney project as planned and , absent any further delays arising from the impact of Covid-19 , remains on track for completion of the Crown Sydney hotel resort by the end of the year , ” Crown said in the statement to the ASX","“ Crown intends to continue construction of the hotel resort  Crown project as planned and , absent any further delays arising from the impact of Covid-19 , remains on track for completion of the hotel resort by the end of the year , ” Crown said in the statement to Star"
A slowdown or halting of major construction projects would be a further blow to the Australian economy .,A slowdown or halting of major construction projects would be a further blow to the Australian economy .
"“ Currently , there are over 1,300 people employed on the construction of Crown Sydney , which is expected to be maintained until completion , ” the company said .","“ Currently , there are over 1,300 people employed on the construction of Crown , which is expected to be maintained until completion , ” Crown said ."
"“ In the lead - up to the full opening of Crown Sydney , Crown expects to recruit over 2,000 people to work in the hotel resort . ”","“ In the lead - up to the full opening of Crown , Crown expects to recruit over 2,000 people to work in the hotel resort . ”"
