raw,replaced
Ghana Virus Battle ‘Modestly Successful’ on Testing Progress .,Ghana Virus Battle ‘Modestly Successful’ on Testing Progress .
2020-04-10 09:24:34 +00:00 .,2020-04-10 09:24:34 +00:00 .
( Bloomberg ) --,( Bloomberg ) --
Ghanaian President Nana Akufo - Addo said the country is making progress to contain the spread of the coronavirus after an increase in testing showed limited contagion .,Akufo - Addo said The West African nation is making progress to contain the spread of the virus after an increase in testing showed limited contagion .
"The number of confirmed cases reached 378 after the government tested 14,000 samples , Akufo - Addo said Thursday in an address on national television .","The number of confirmed cases reached 378 after The West African nation tested 14,000 samples , Akufo - Addo said Thursday in an address on national television ."
"Travelers and their contacts who entered the country after the implementation of border restrictions in March made out 79 % of the cases , he said .","Travelers and Travelers contacts who entered The West African nation after the implementation of border restrictions in March made out 79 % of the cases , Akufo - Addo said ."
"The West African nation had 141 confirmed results on March 28 , out of about 2,500 screenings , before a mass roll - out of testing began .","The West African nation had 141 confirmed results on March 28 , out of about 2,500 screenings , before a mass roll - out of testing began ."
"Authorities are expecting the outcome of a further 10,000 tests over the next week after taking a total of 37,405 samples , said Akufo - Addo .","Authorities are expecting the outcome of a further 10,000 tests over the next week after taking a total of 37,405 samples , said Akufo - Addo ."
"A 14 - day lockdown of Ghana ’s biggest cities , including Accra , the capital , will be extended by another week until April 20 , he said .","A 14 - day lockdown of Ghana ’s biggest cities , including Accra , the capital , will be extended by another week until April 20 , Akufo - Addo said ."
Difficulties,Difficulties
"“ It appears that our common efforts have been modestly successful in containing the virus and minimizing the spread , ” said Akufo - Addo .","“ It appears that we common efforts have been modestly successful in containing the virus and minimizing the spread , ” said Akufo - Addo ."
“ It is important that we stay the course and bear with the difficulties . ”,“ It is important that we stay the course and bear with the difficulties . ”
"While Africa accounts for less than 1 % of the global tally of almost 1.6 million confirmed virus cases , containment measures have wreaked havoc on the continent ’s economies .","While Africa accounts for less than 1 % of the global tally of almost 1.6 million confirmed virus cases , containment measures have wreaked havoc on Africa ’s economies ."
"After growing by 6 % or more over the past three years , Ghana ’s economic expansion may slow to 1.5 % , the least since a contraction in 1983 .","After growing by 6 % or more over the past three years , Ghana ’s economic expansion may slow to 1.5 % , the least since a contraction in 1983 ."
( Adds capital city in fourth paragraph .,( Adds capital city in fourth paragraph .
A previous version of the story corrected the global tally in the final paragraph ),A previous version of the story corrected the global tally in the final paragraph )
"For more articles like this , please visit us at bloomberg.com Subscribe now to stay ahead with the most trusted business news source .","For more articles like this , please visit us at bloomberg.com Subscribe now to stay ahead with the most trusted business news source ."
© 2020 Bloomberg L.P.,© 2020 Bloomberg L.P.
