raw,replaced
Coronavirus Australia latest: at a glance .,Coronavirus Australia latest: at a glance .
2020-05-21 11:18:18 +00:00 .,2020-05-21 11:18:18 +00:00 .
"Good evening , here are the latest developments on the coronavirus pandemic in Australia .","Good evening , here are the latest developments on the coronavirus pandemic in Australia ."
This is Josh Taylor and it is Thursday 21 May.,This is Josh Taylor and it is Thursday 21 May.
Northern Territory declared coronavirus - free,Northern Territory declared coronavirus - free
"The last Covid-19 patient in the NT has recovered , meaning there are now no confirmed active cases of coronavirus in the NT .","The last Covid-19 patient in the NT has recovered , meaning there are now no confirmed active cases of coronavirus in the NT ."
It has been six - and - a - half weeks since a local case in the territory .,It has been six - and - a - half weeks since a local case in Northern Territory .
States continue spat over borders,States continue spat over borders
"National cabinet has n’t met this week , and now there ’s a fight between New South Wales , Western Australia and Queensland over border closures .","National cabinet has n’t met this week , and now there ’s a fight between New South Wales , Western Australia and Queensland over border closures ."
"The NSW premier , Gladys Berejiklian , is pressuring her Queensland and WA counterparts to reopen state borders , triggering accusations of bullying between leaders and threats of travel restrictions until September .","Berejiklian is pressuring Berejiklian  Queensland and WA counterparts to reopen state borders , triggering accusations of bullying between leaders and threats of travel restrictions until September ."
"The WA premier , Mark McGowan , and the Queensland premier , Annastacia Palaszczuk , have blasted Berejiklian for calling on them to lift bans on interstate travel , with the latter saying she would not be “ lectured ” by a state that has recorded more Covid-19 cases .","The WA premier , Mark McGowan , and the Queensland premier , Annastacia Palaszczuk ,  WA premier , Mark McGowan , and the Queensland premier , Annastacia Palaszczuk , have blasted Berejiklian for calling on The WA premier , Mark McGowan , and the Queensland premier , Annastacia Palaszczuk , to lift bans on interstate travel , with The WA premier , Mark McGowan , and the Queensland premier , Annastacia Palaszczuk , saying Berejiklian would not be “ lectured ” by a state that has recorded more Covid-19 cases ."
South Australia,Australia
to move to stage 2 restrictions on 5 June South Australia is planning on dropping back down to stage two restrictions from 5 June .,to move to stage 2 restrictions on 5 June South Australia is planning on dropping back down to stage two restrictions from 5 June .
"The premier , Steven Marshall , says he understands the wait is frustrating , but the state needs time .","I , says I understands the wait is frustrating , but a state that has recorded more Covid-19 cases needs time ."
"“ We ca n’t just have a one - size - fits - all , ” he said of the staggered approach .","“ our ca n’t just have a one - size - fits - all , ” I said of the staggered approach ."
“ I appreciate that it ’s frustrating to people and it ’s much easier to put the restrictions in place than to take them off .,“ I appreciate that it ’s frustrating to people and it ’s much easier to put the restrictions in place than to take people off .
But we are only a few weeks away from being in a very good place in South Australia . ”,But our are only a few weeks away from being in a very good place in Australia . ”
Victoria lags behind virtually every other jurisdiction in easing restrictions .,Victoria lags behind virtually every other jurisdiction in easing restrictions .
Email : sign up for our daily coronavirus newsletter App : download it and never miss the biggest stories,Email : sign up for our  it : download it and never miss the biggest stories
"Social : follow us on Facebook , Instagram or Twitter Podcast : listen to our daily episodes on Apple Podcasts , Spotify or search "" Full Story "" in your favourite app Federal government considers IR changes for casuals","Social : follow our on Facebook , Instagram or Twitter Podcast : listen to our daily episodes on Apple Podcasts , Spotify or search "" Full Story "" in your favourite app Federal government considers IR changes for casuals"
Industrial relations minister Christian Porter is flagging the government will urgently consult relevant groups about the landmark court decision that offers casual employees working permanent hours the same entitlements as permanent staff .,"Industrial relations minister Christian Porter is flagging a state that has recorded more Covid-19 cases will urgently consult relevant groups about this decision over the next six , nine , 18 months ."
"“ If the cost impact is so great it would cause a lot of small businesses during what is the most challenging time to fold , or go into liquidation , or have to stand people down , that ’s not an outcome in anyone ’s mutual interest , ” he said .","“ If the cost impact is so great the cost impact would cause a lot of small businesses during what is the most challenging time to fold , or go into liquidation , or have to stand people down , that ’s not an outcome in anyone ’s mutual interest , ” Industrial relations minister Christian Porter said ."
"“ We have to talk very quickly to business and employee groups to understand whether or not the financial impact of this decision over the next six , nine , 18 months puts businesses in jeopardy .","“ a state that has recorded more Covid-19 cases have to talk very quickly to business and employee groups to understand whether or not the financial impact of this decision over the next six , nine , 18 months  this decision over the next six , nine , 18 months over the next six , nine , 18 months puts businesses in jeopardy ."
"If it does , we need to consider ways we can strengthen businesses so we preserve jobs , because if this decision was handed down six months ago it would have been a very , very different scenario .","If this decision over the next six , nine , 18 months does , a state that has recorded more Covid-19 cases need to consider ways a state that has recorded more Covid-19 cases can strengthen businesses so a state that has recorded more Covid-19 cases preserve jobs , because if this decision over the next six , nine , 18 months was handed down six months ago it would have been a very , very different scenario ."
"At the moment the greatest premium for the economy is employment , generating employment and saving jobs . ”","At the moment the greatest premium for the economy is employment , generating employment and saving jobs . ”"
What you need to know : get the most important information from some of our key explainers,What you need to know : get the most important information from some of our key explainers  a state that has recorded more Covid-19 cases key explainers
Looking for more coverage ?,Looking for more coverage ?
Read the latest news from across the Guardian ’s global network .,Read the latest news from across the Guardian ’s global network .
Think a friend would like to get this email ?,Think a friend would like to get this email ?
Simply forward it to them with this link to the signup page .,Simply forward this email to some of our key explainers with this link to the signup page .
