raw,replaced
Boeing asks for ‘at least $60 billion’ as Trump expresses support for bailout .,Boeing asks for ‘at least $60 billion’ as I expresses support for bailout .
2020-03-18 01:24:51 +00:00 .,2020-03-18 01:24:51 +00:00 .
"Trump alluded to troubles with the 737 Max jet , which has been grounded for more than a year after equipment problems played a role in two deadly crashes .","I alluded to troubles with the 737 Max jet , which has been grounded for more than a year after equipment problems played a role in two deadly crashes in Ethiopia and Indonesia ."
"“ It was unthinkable what happened to Boeing … unthinkable , ” Trump told reporters .","“ It was unthinkable what happened to Boeing unthinkable , ” I told reporters ."
"“ Probably I would [ have ] considered it the greatest company in the world prior to a year ago , now they get hit 15 different ways .","“ Probably I would [ have ] considered Boeing the greatest company in the world prior to a year ago , now Boeing get hit 15 different ways ."
"… It was coming along well , and then all of a sudden this hits .","… Boeing was coming along well , and then all of a sudden this hits ."
"So we ’ll be helping Boeing . ""","So we ’ll be helping Boeing . """
"Shortly after the president ’s comments , Boeing published a statement saying there should be a minimum of $ 60 billion in “ public and private liquidity , including loan guarantees ” for the aerospace manufacturing industry .","Shortly after the President ’s comments , Boeing published a statement saying there should be a minimum of $ 60 billion in “ public and private liquidity , including loan guarantees ” for the aerospace manufacturing industry ."
The details of a potential bailout have not been announced .,The details of a potential bailout have not been announced .
"“ We appreciate the support of the President and the Administration for the 2.5 million jobs and 17,000 suppliers that Boeing relies on to remain the number one US exporter , and we look forward to working with the Administration and Congress as they consider legislation and the appropriate policies , ” Gordon Johndroe , vice president of communications at Boeing , said in a statement sent to reporters .","“ Boeing appreciate the support of the President  the Administration and Congress  the Administration for the 2.5 million jobs and 17,000 suppliers that Boeing relies on to remain the number one US exporter , and Boeing look forward to working with the Administration  the Administration and Congress as the Administration and Congress consider legislation and the appropriate policies , ” Johndroe  Boeing , said in a statement sent to reporters ."
"“ Until global passenger traffic resumes to normal levels , these measures are needed to manage the pressure on the aviation sector and the economy as a whole , ” Johndroe wrote .","“ Until global passenger traffic resumes to normal levels , these measures are needed to manage the pressure on the aviation sector and the economy as a whole , ” Johndroe wrote ."
The company confirmed Monday that it had been in discussions with “ government leaders ” about short - term access to public and private funds .,Boeing confirmed Monday that Boeing had been in discussions with “ government leaders ” about short - term access to public and private funds .
"Boeing ’s request for public help underscores the dire financial straits the company finds itself in , as dual crises threaten to severely complicate its return to financial health .","Boeing ’s request for public help underscores the dire financial straits Boeing finds Boeing in , as dual crises threaten to severely complicate Boeing return to financial health ."
"On March 13 , the company drew out the full amount of its $ 13.8 billion private loan , citing concerns about whether it would have access to cash should the markets worsen .","On March 13 , Boeing drew out the full amount of Boeing $ 13.8 billion private loan , citing concerns about whether Boeing would have access to cash should the markets worsen ."
It also halted new hires .,Boeing also halted new hires .
The coronavirus pandemic and its related market volatility came at a time when Boeing ’s business was already vulnerable .,The coronavirus pandemic and The coronavirus pandemic related market volatility came at a time when Boeing ’s business was already vulnerable .
The company has struggled to convince regulators that the 737 Max ― the newest version of its best - selling jet ― is safe to fly after two deadly crashes in Ethiopia and Indonesia killed hundreds of people .,Boeing has struggled to convince regulators that the 737 Max ― the newest version of its best - selling jet  Boeing best - selling jet ― is safe to fly after two deadly crashes in Ethiopia and Indonesia killed hundreds of people .
"After Boeing leadership admitted that the jet ’s flight control systems played a role in both crashes , regulators have continued to find problems with the plane , repeatedly pushing back the jet ’s recertification timeline .","After Boeing leadership admitted that the jet ’s flight control systems played a role in two deadly crashes in Ethiopia and Indonesia , regulators have continued to find problems with the 737 Max ― the newest version of its best - selling jet , repeatedly pushing back the jet ’s recertification timeline ."
Boeing shut down its 737 Max production lines late last year after experiencing the toughest year in company history .,Boeing shut down Boeing 737 Max production lines late last year after experiencing the toughest year in company history .
Boeing has suffered along with the broader aviation industry as travel bans have slowed new bookings .,Boeing has suffered along with the broader aviation industry as travel bans have slowed new bookings .
Last week Goldman Sachs analysts predicted a 7 percent decline in air traffic this year that would prompt many airlines to defer purchases of new planes .,Last week Goldman Sachs analysts predicted a 7 percent decline in air traffic this year that would prompt many airlines to defer purchases of new planes .
